# index ref form lemma:morpheus lemma:cltk lemma:cltk-stanza lemma:dilemma pos:morpheus pos:cltk pos:cltk-stanza pos:dilemma agree
11445 46.03.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11446 46.03.03 ἔτι ἔτι ἔτι ἔτι ἔτι D- D- D- D- Y
11447 46.03.03 ἐπὶ ἐπί ἐπί ἐπί ἐπί P- P- P- P- Y
11448 46.03.03 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11449 46.03.03 γεφυρῶν γέφυρα γεφυρός γεφυρός γέφυρα N- N- N- N- N
11450 46.03.03 ὄντες εἰμί εἰμί εἰμί ο V- V- V- V- N
11451 46.03.03 κραυγῇ κραυγάζω κραυγή κραυγή κραυγή V- N- N- N- N
11452 46.03.03 τινὶ τις τις τις τις RI A- A- RP Y
11453 46.03.03 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11454 46.03.03 θορυβουμένων θορυβέω θορυβουμένων θορυβέω θορυβέω V- N- V- V- N
11455 46.03.03 ἀπατηθέντες ἀπατάω ἀπατηθέντες ἀπατάθημι ἀπατάω V- V- V- V- N
11456 46.03.03 ᾤοντο οἴομαι οἴομαι οἴομαι οἴομαι V- V- V- V- Y
11457 46.03.03 δεῖν δέω1 δεῖ δεῖ δεῖ V- V- V- V- N
11458 46.03.03 ἀναχωρεῖν, ἀναχωρέω ἀναχωρέω ἀναχωρέω ἀναχωρέω V- V- V- V- Y
11459 46.03.03 καὶ καί καί καί καί C- C- C- C- Y
11460 46.03.03 μετὰ μετά μετά μετά μετά P- P- P- P- Y
11461 46.03.03 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11462 46.03.03 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
11463 46.03.03 ὄπισθεν ὄπισθεν ὄπισθεν ὄπισθεν ὄπισθεν D- D- D- D- Y
11464 46.03.03 φυλασσόντων φυλάσσω φυλασσόντων φυλάσσω φυλάσσω V- N- V- V- N
11465 46.03.03 ἀνεκομίσθησαν ἀνακομίζω ἀνεκομίσθησαν ἀνακομίζω ἀνακομίζω V- V- V- V- N
11466 46.03.03 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11467 46.03.03 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11468 46.03.03 πόλιν· πόλις πόλις πόλις πόλις N- N- N- N- Y
11469 46.03.03 ἐσῆλθον εἰσέρχομαι εἰσέρχομαι εἰσέρχομαι εἰσέρχομαι V- V- V- V- Y
11470 46.03.03 δὲ δέ δέ δέ δέ X- D- D- C- Y
11471 46.03.03 ἅμα ἅμα ἅμα ἅμα ἅμα D- D- D- D- Y
11472 46.03.03 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11473 46.03.03 Τοῦρκοι Τοῦρκοι Τοῦρκος Τοῦρκος Τοῦρκος N- N- N- N- N
11474 46.03.03 καὶ καί καί καί καί C- C- C- C- Y
11475 46.03.03 κατέστη καθίστημι καθίστημι καθίστημι καθίστημι V- V- V- V- Y
11476 46.03.03 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
11477 46.03.03 ταῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11478 46.03.03 ὁδοῖς ὁδάω ὁδός ὁδός ὁδός V- N- N- N- N
11479 46.03.03 πᾶσα πᾶς πᾶς πᾶς πᾶς A- RA A- RP Y
11480 46.03.03 ἰδέα ἰδέα ἰδής ἰδύς ἰδέα N- A- A- N- N
11481 46.03.03 ὀλέθρου· ὄλεθρος ὄλεθρος ὄλεθρος ὄλεθρος N- N- N- N- Y
11482 46.03.03 ἐφόνευον φονεύω φονεύω φονεύω φονεύω V- V- V- V- Y
11483 46.03.03 γὰρ γάρ γάρ γάρ γάρ X- D- D- X- Y
11484 46.03.03 ὅσοις ὅσος ὅσος ὅσος ὅσος A- A- A- RP Y
11485 46.03.03 ἐντύχοιεν ἐντυγχάνω ἐντύχω ἐντύχω ἐντυγχάνω V- V- V- V- N
11486 46.03.03 καὶ καί καί καί καί C- C- D- C- Y
11487 46.03.03 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11488 46.03.03 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11489 46.03.03 οἰκίας οἰκία οἰκία οἰκία οἰκία N- N- N- N- Y
11490 46.03.03 ἐσελθόντες εἰσέρχομαι εἰσέρχομαι εἰσέρχομαι εἰσέρχομαι V- V- V- V- Y
11491 46.03.03 ἀπέκτεινον ἀποκτείνω ἀπέκτεινον ἀποκτείνω ἀποκτείνω V- V- V- V- N
11492 46.03.03 καὶ καί καί καί καί C- C- C- C- Y
11493 46.03.03 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11494 46.03.03 νοσοῦντας. νοσέω νοσέω νοσέω νοσέω V- V- V- V- Y
11495 46.03.04 καὶ καί καί καί καί C- C- D- C- Y
11496 46.03.04 ἐλήφθησαν λαμβάνω ἐλήφθησαν ἐλαύνω λαμβάνω V- V- V- V- N
11497 46.03.04 μὲν μέν μέν μέν μέν X- D- D- X- Y
11498 46.03.04 ὀλίγοι ὀλίγος ὀλίγος ὀλίγος ὀλίγος A- A- A- A- Y
11499 46.03.04 δὴ δή δή δή δή X- D- D- X- Y
11500 46.03.04 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11501 46.03.04 ἐν ἐν ἐν ἐν ἐν P- P- P- P- Y
11502 46.03.04 τῇ ὁ ὁ ὁ ὁ RA RA RA RA Y
11503 46.03.04 πόλει, πόλις πόλις πόλις πόλις N- N- N- N- Y
11504 46.03.04 καὶ καί καί καί καί C- C- C- C- Y
11505 46.03.04 τούτων οὗτος οὗτος οὗτος οὗτος RD RP RP RP Y
11506 46.03.04 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11507 46.03.04 πλεῖστοι πλεῖστος πλεῖστος πλεῖστος πλεῖστος A- A- A- A- Y
11508 46.03.04 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11509 46.03.04 παῖδες παῖς παῖς παῖς παῖς N- N- N- N- Y
11510 46.03.04 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11511 46.03.04 γυναῖκες γυνή γυνή γυνή γυνή N- N- N- N- Y
11512 46.03.04 ἦσαν, εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
11513 46.03.04 ἀπέθανον ἀποθνήσκω ἀποθνήσκω ἀποθνήσκω ἀποθνῄσκω V- V- V- V- N
11514 46.03.04 δὲ δέ δέ δέ δέ X- C- C- C- Y
11515 46.03.04 οὐκ οὐ οὐ οὐ οὐ D- D- D- D- Y
11516 46.03.04 ἔλασσον ἐλάσσων ἐλαύνω ἐλάσσων μικρός A- V- A- A- N
11517 46.03.04 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11518 46.03.04 τρισχίλιοι. τρισχίλιοι τρισχίλιοι τρισχίλιοι τρισχίλιοι A- A- A- A- Y
11519 46.04.01 οἱ ἕ ὁ ὁ ὁ RP RP RA RA N
11520 46.04.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
11521 46.04.01 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
11522 46.04.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11523 46.04.01 τάφρον τάφρος τάφρος τάφρος τάφρος N- N- N- N- Y
11524 46.04.01 διαβάντες, διαβαίνω διαβαίνω διαβαίνω διαβαίνω V- V- V- V- Y
11525 46.04.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
11526 46.04.01 οὐδὲν οὐδείς οὐδείς οὐδείς οὐδείς RP RP RP RP Y
11527 46.04.01 ἠπίσταντο ἐπίσταμαι ἠπίσταντο ἀπιστέω ἐπίσταμαι V- V- V- V- N
11528 46.04.01 τῶν ὁ ὁ ὁ ὁ RA RA RA RA Y
11529 46.04.01 γιγνομένων, γίγνομαι γιγνομένω γίγνομαι γίγνομαι V- V- V- V- N
11530 46.04.01 προύβαινον προβαίνω προύβαινος προβαίνω προβαίνω V- N- V- V- N
11531 46.04.01 εἴ εἰ εἰ εἰ εἰ C- C- C- C- Y
11532 46.04.01 πως πως πως οὔπως πως X- X- D- D- N
11533 46.04.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
11534 46.04.01 ἀσφαλείας ἀσφάλεια ἀσφάλεια ἀσφάλεια ἀσφάλεια N- N- N- N- Y
11535 46.04.01 ἀντιλάβοιντο· ἀντιλαμβάνω ἀντιλάβοιντο ἀντιλαμβάνω ἀντινέω V- V- V- V- N
11536 46.04.01 καὶ καί καί καί καί C- D- D- C- Y
11537 46.04.01 διάφευξις διάφευξις διάφευξις διάφευξις διάφευξις N- N- N- N- Y
11538 46.04.01 ἂν ἄν1 ἄν ἄν ἄν X- D- D- X- N
11539 46.04.01 ἐγένετο γίγνομαι γίγνομαι γίγνομαι γίνομαι V- V- V- V- N
11540 46.04.01 αὐτοῖς, αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
11541 46.04.01 εἰ εἰ εἰ εἰ εἰ C- C- C- C- Y
11542 46.04.01 μὴ μή μή μή μή C- C- D- D- Y
11543 46.04.01 αὐτόμολός αὐτόμολος αὐτόμολός αὐτόμολος αὐτόμολος A- A- A- A- N
11544 46.04.01 τις τις τις τις τις RI RP RP RP Y
11545 46.04.01 καταπρούδωκεν - καταπρούδωκεν καταπροδρώσκω καταπρουδιδωμι -- V- V- V- N
11546 46.04.01 αὐτούς· αὐτός αὐτός αὐτός αὐτός RP RP RP RP Y
11547 46.04.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11548 46.04.01 δὲ δέ δέ δέ δέ X- D- D- C- Y
11549 46.04.01 Τοῦρκοι Τοῦρκοι Τοῦρκος Τοῦρκος Τοῦρκος N- N- N- A- N
11550 46.04.01 ἐπιστάμενοι ἐφίστημι ἐπίσταμαι ἐπίσταμαι ἐπίσταμαι V- V- V- V- N
11551 46.04.01 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11552 46.04.01 ὁδὸν ὁδός1 ὁδός ὁδός ὁδός N- N- N- N- N
11553 46.04.01 δι’ διά δι διά διά P- D- P- P- N
11554 46.04.01 ἧς εἷς ὅς ὅς ὅς N- RP RP RP N
11555 46.04.01 ἔμελλον μέλλω μέλλω μέλλω μέλλω V- V- V- V- Y
11556 46.04.01 πορεύεσθαι, πορεύω πορεύομαι πορεύω πορεύω V- V- V- V- N
11557 46.04.01 ἐνέδρας ἐνέδρα ἐνέδρω ἐνέδρα ἐνέδρα N- V- N- N- N
11558 46.04.01 ἤδη ἤδη ἤδη ἤδη ἤδη D- D- D- D- Y
11559 46.04.01 ἐποιήσαντο ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
11560 46.04.01 καὶ καί καί καί καί C- C- C- C- Y
11561 46.04.01 ἐφύλασσον. φυλάσσω φυλάσσω φυλάσσω φυλάσσω V- V- V- V- Y
11562 46.04.02 πᾶσαν πᾶς πᾶς πᾶς πᾶς A- RA A- RP Y
11563 46.04.02 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
11564 46.04.02 τὴν ὁ ὁ ὁ ὁ RA RA RA RA Y
11565 46.04.02 νύκτα νύξ νύξ νύξ νύξ N- N- N- N- Y
11566 46.04.02 ταύτην οὗτος οὗτος οὗτος οὗτος RD A- RP RP Y
11567 46.04.02 πανταχόθεν πανταχόθεν πανταχόθεν πανταχόθεν πανταχόθεν D- D- D- D- Y
11568 46.04.02 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11569 46.04.02 φεύγουσιν φεύγω φεύγω φεύγω φεύγω V- V- V- V- Y
11570 46.04.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11571 46.04.02 πολέμιοι πολέμιος πολέμιος πολέμιος πολέμιος A- A- A- A- Y
11572 46.04.02 προσέβαλλον, προσβάλλω προσέβαλλος προβάλλω προσβάλλω V- V- V- V- N
11573 46.04.02 καὶ καί καί καί καί C- C- C- C- Y
11574 46.04.02 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
11575 46.04.02 ἡ ὁ ὁ ὁ ὁ RA RA RA RA Y
11576 46.04.02 ἡμέρα ἥμερος ἡμέρα ἡμέρα ἡμέρα A- N- N- N- N
11577 46.04.02 ἐγένετο γίγνομαι γίγνομαι γίγνομαι γίνομαι V- V- V- V- N
11578 46.04.02 καὶ καί καί καί καί C- C- C- C- Y
11579 46.04.02 μόλις μόλις μόλις μόλις μόλις D- D- D- D- Y
11580 46.04.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11581 46.04.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11582 46.04.02 λόφους λόφος λόφος λόφος λόφος N- N- N- N- Y
11583 46.04.02 ἀφίκοντο ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι V- V- V- V- Y
11584 46.04.02 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11585 46.04.02 ὑποφυγόντες, ὑποφεύγω ὑποφυγόντες ὑποφεύγω ὑποφεύγω V- V- V- V- N
11586 46.04.02 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
11587 46.04.02 πλέον πλέος πλέος πλείων πλείων A- A- A- A- N
11588 46.04.02 ἢ ἤ1 ἤ ἤ ἤ C- D- C- C- N
11589 46.04.02 πεντακόσιοι πεντακόσιοι πεντακόσιος πεντακόσιοι πεντακόσιοι A- A- A- A- N
11590 46.04.02 καὶ καί καί καί καί C- C- C- C- Y
11591 46.04.02 χίλιοι χίλιοι χίλιοι χίλιοι χίλιοι A- A- A- A- Y
11592 46.04.02 ὑπόλοιποι ὑπόλοιπος ὑπόλοιπος ὑπόλοιπος ὑπόλοιπος A- N- A- A- Y
11593 46.04.02 ἦσαν. εἰμί εἰμί εἰμί ἥδω V- V- V- V- N
11594 47.01.01 καὶ καί καί καί καί C- D- D- C- Y
11595 47.01.01 περὶ περί περί περί περί P- P- P- P- Y
11596 47.01.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11597 47.01.01 αὐτοὺς αὐτός αὐτός αὐτός αὐτός RP RA RP RP Y
11598 47.01.01 χρόνους χρόνος χρόνος χρόνος χρόνος N- N- N- N- Y
11599 47.01.01 τούτους οὗτος οὗτος οὗτος οὗτος RD RA RP RP Y
11600 47.01.01 ξυνέβησαν συμβαίνω συμβαίνω συμβαίνω συμβαίνω V- V- V- V- Y
11601 47.01.01 πρὸς πρός πρός πρός πρός P- P- P- P- Y
11602 47.01.01 ἀλλήλους ἀλλήλων ἀλλήλων ἀλλήλων ἀλλήλων RP RP RP RP Y
11603 47.01.01 οἵ ἕ ὁ ὁ ὁ RP RA RA RA N
11604 47.01.01 τε τε τε τε τε X- C- D- C- Y
11605 47.01.01 Ἄγγλοι - Ἄγγλος Ἄγγλος Άγγλοι -- N- N- N- N
11606 47.01.01 καὶ καί καί καί καί C- C- C- C- Y
11607 47.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11608 47.01.01 Γάλλοι Γάλλος Γάλλος Γάλλος Γάλλος N- N- N- N- Y
11609 47.01.01 καὶ καί καί καί καί C- C- C- C- Y
11610 47.01.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11611 47.01.01 Ῥώσσοι· - Ῥώσσος Ῥῶσσος ῥώννυμι -- N- N- N- N
11612 47.01.01 καὶ καί καί καί καί C- C- D- C- Y
11613 47.01.01 ξύμμαχοι σύμμαχος σύμμαχος σύμμαχος σύμμαχος A- N- A- A- Y
11614 47.01.01 γενόμενοι γίγνομαι γίγνομαι γίγνομαι γίγνομαι V- V- V- V- Y
11615 47.01.01 γνώμην γνώμη γνώμη γνώμη γνώμη N- N- N- N- Y
11616 47.01.01 ἐποιήσαντο ποιέω ποιέω ποιέω ποιέω V- V- V- V- Y
11617 47.01.01 ὅτι ὅστις ὅτι ὅτι ὅτι RR C- C- C- N
11618 47.01.01 δεῖ δέομαι δεῖ δεῖ δέω V- V- V- V- N
11619 47.01.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11620 47.01.01 βίᾳ βία βία βία βία N- N- N- N- Y
11621 47.01.01 ἢ ἤ1 ἤ ἤ ἤ C- C- C- C- N
11622 47.01.01 ξυμβάσει συμβαίνω συμβάσω συμβαίνω σύμβασις V- V- V- N- N
11623 47.01.01 διαλλάξαι διαλλάσσω διαλλάζω διαλλάσσω διαλλάσσω V- V- V- V- N
11624 47.01.01 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11625 47.01.01 Τούρκους Τοῦρκοι Τούρκους Τόρκος Τοῦρκος N- A- N- N- N
11626 47.01.01 τοῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11627 47.01.01 Ἕλλησιν, Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
11628 47.01.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
11629 47.01.01 οὐ οὐ οὐ οὐ οὐ D- D- D- D- Y
11630 47.01.01 προσῆκον προσήκω προσήκω πρόσῆκος προσήκω V- V- N- V- N
11631 47.01.01 ἔθνος ἔθνος ἔθνος ἔθνος ἔθνος N- N- N- N- Y
11632 47.01.01 τι τις τὶς τις τίς RI RA RP RP N
11633 47.01.01 Χριστιανικὸν χριστιανικός Χριστιανικός Χριστιανικός Χριστιανικός A- A- A- A- N
11634 47.01.01 πανωλεθρίᾳ πανωλεθρία πανωλεθρία πανωλεθρία πανωλεθρία N- N- N- N- Y
11635 47.01.01 διαφθαρῆναι. διαφθείρω διαφθείρω διαφθείρω διαφθείρω V- V- V- V- Y
11636 47.01.02 κοινῇ κοινῇ κοινός κοινῇ κοινός D- A- D- D- N
11637 47.01.02 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
11638 47.01.02 πρέσβεις πρέσβις πρέσβις πρέσβις πρέσβυς N- N- N- A- N
11639 47.01.02 πέμψαντες πέμπω πέμπω πέμπω πέμπω V- V- V- V- Y
11640 47.01.02 ἐς εἰς εἰς εἰς εἰς P- P- P- P- Y
11641 47.01.02 σπονδὰς σπονδή σπονδή σπονδή σπονδή N- N- N- N- Y
11642 47.01.02 προυκαλοῦντο προκαλέω προυκαλοῦμαι προκαλέω προκαλέω V- V- V- V- N
11643 47.01.02 ἑκατέρους ἑκάτερος ἑκάτερος ἑκάτερος ἑκάτερος A- A- A- RP Y
11644 47.01.02 ὥστε ὥστε ὥστε ὥστε ὥστε D- C- C- C- Y
11645 47.01.02 τὸν ὁ ὁ ὁ ὁ RA RA RA RA Y
11646 47.01.02 πόλεμον πόλεμος πόλεμος πόλεμος πόλεμος N- N- N- N- Y
11647 47.01.02 διαλύειν διαλύω διαλύω διαλύω διαλύω V- V- V- V- Y
11648 47.01.02 καὶ καί καί καί καί C- C- C- C- Y
11649 47.01.02 τὰ ὁ ὁ ὁ ὁ RA RA RA RA Y
11650 47.01.02 ἀμφισβητούμενα ἀμφισβητέω ἀμφισβητούμενα ἀμφισβητέω ἀμφισβητέω V- V- V- V- N
11651 47.01.02 ταῖς ὁ ὁ ὁ ὁ RA RA RA RA Y
11652 47.01.02 Μεγάλαις Μεγάλη μέγας Μεγάλη Μεγάλη N- A- N- N- N
11653 47.01.02 Δυνάμεσιν δύναμις δύναμις Δύναμις Δύναμις N- N- N- N- N
11654 47.01.02 ἐπιτρέπειν, ἐπιτρέπω ἐπιτρέπω ἐπιτρέπω ἐπιτρέπω V- V- V- V- Y
11655 47.01.02 τοὺς ὁ ὁ ὁ ὁ RA RA RA RA Y
11656 47.01.02 δὲ δέ δέ δέ δέ X- C- C- C- Y
11657 47.01.02 μὴ μή μή μή μή C- D- D- D- Y
11658 47.01.02 δεχομένους δέχομαι δεχομένους δέχομαι δέχομαι V- A- V- V- N
11659 47.01.02 προσαναγκάσειν. προσαναγκάζω προσαναγκάσω προσαναγίζω προσαναγκάζω V- V- V- V- N
11660 47.02.01 οἱ ἕ ὁ ὁ ὁ RP RA RA RA N
11661 47.02.01 μὲν μέν μέν μέν μέν X- D- D- X- Y
11662 47.02.01 οὖν οὖν οὖν οὖν οὖν X- D- D- X- Y
11663 47.02.01 Ἕλληνες, Ἕλλην ἕλλην Ἕλλην Ἕλλην N- N- N- N- N
11664 47.02.01 ἐπειδὴ ἐπεί ἐπειδή ἐπεί ἐπεί C- C- C- C- N
11665 47.02.01 οἱ ἕ ἕ ὁ ὁ RP RP RA RA N
11666 47.02.01 πρέσβεις πρέσβις πρέσβυς πρέσβις πρέσβυς N- N- N- A- N
11667 47.02.01 ἀφίκοντο, ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι ἀφικνέομαι V- V- V- V- Y
11668 47.02.01 ἄσμενοι ἄσμενος ἄσμενος ἄσμενος ἄσμενος A- A- A- A- Y
11669 47.02.01 ἐδέξαντο δέχομαι δέχομαι δέχομαι δέχομαι V- V- V- V- Y
11670 47.02.01 τὰς ὁ ὁ ὁ ὁ RA RA RA RA Y
11671 47.02.01 σπονδὰς, σπονδή σπονδή σπονδή σπονδή N- N- N- N- Y
11672 47.02.01 ὡς ὡς ὡς ὡς ὡς C- C- C- C- Y
11673 47.02.01 οὐδεμίαν οὐδείς οὐδείς οὐδείς οὐδείς RP A- A- RP Y
11674 47.02.01 ἄλλην ἄλλος ἄλλος ἄλλος ἄλλος RP A- A- RP Y
11675 47.02.01 ἐλπίδα ἐλπίς ἐλπίς ἐλπίς ἐλπίς N- N- N- N- Y
11676 47.02.01 ἔχοντες ἔχω ἔχω ἔχω ἔχω V- V- V- V- Y
11677 47.02.01 τῆς ὁ ὁ ὁ ὁ RA RA RA RA Y
11678 47.02.01 σωτηρίας· σωτηρία σωτηρία σωτηρία σωτηρία N- N- N- N- Y
11679 47.02.01 ὁ ὁ ὁ ὁ ὁ RA RA RA RA Y
